Plataforma,IP,Hostname,Ciudad,Modelo,EoL Status,ios,Version
Fija,172.24.100.113,THBAESTADIO,MEDELLIN,ASR9K,No Yet Cataloged,XR,4.3.4
Fija,10.10.63.16,THBAFUSAGASUGA,FUDAGASUGA,ASR9K,No Yet Cataloged,XR,4.3.4
Fija,10.10.63.55,THBAGARCESNAVAS,Not Info Yet,ASR9K,No Yet Cataloged,XR,6.2.2
Fija,10.10.63.18,THBAIBAGUE,IBAGUE.,ASR9K,No Yet Cataloged,XR,4.3.4
Fija,10.10.63.33,THBAMEGACENTER,MEDELLIN,ASR9K,No Yet Cataloged,XR,4.3.4
Fija,172.21.122.61,THBAMELENDEZ,CALI,ASR9K,No Yet Cataloged,XR,4.3.4
Fija,10.10.94.220,THBAMODELOSUR,Not Info Yet,ASR9K,No Yet Cataloged,XR,6.2.2
Fija,10.10.63.19,THBANEIVACENTRO,NEIVA,ASR9K,No Yet Cataloged,XR,4.3.4
Fija,10.10.63.41,THBANEIVAHOGARES,NEIVA,ASR9K,No Yet Cataloged,XR,6.2.2
Fija,172.21.122.11,THBAPALMIRA,CALI,ASR9K,No Yet Cataloged,XR,6.2.2
Fija,10.10.63.20,THBAPASTO,PASTO.,ASR9K,No Yet Cataloged,XR,4.3.4
Fija,10.10.63.49,THBAPATIOBONITO,BOGOTA,ASR9K,EoS,XR,6.2.2
Fija,172.31.15.193,THBAPOLO1,BOGOTA,ASR9K,Vigente,XR,5.3.3
Fija,172.31.15.201,THBAPOLO2,BOGOTA,ASR9K,Vigente,XR,5.3.4
Fija,172.21.122.193,THBAPOPAYAN,CALI,ASR9K,No Yet Cataloged,XR,5.3.4
Fija,10.10.63.31,THBASANTAMARTA,SANTAMARTA.,ASR9K,No Yet Cataloged,XR,4.3.4
Fija,10.10.63.45,THBASOACHADEF,BOGOTA,ASR9K,EoS,XR,5.3.4
Fija,10.10.63.24,THBASOGAMOSO,SOGAMOSO,ASR9K,No Yet Cataloged,XR,6.2.2
Fija,10.10.63.56,THBASOLEDAD,Not Info Yet,ASR9K,No Yet Cataloged,XR,6.2.2
Fija,172.31.15.93,THBASUBA1,BOGOTA,ASR9K,Vigente,XR,5.3.4
Fija,172.31.15.199,THBASUBA2,BOGOTA,ASR9K,Vigente,XR,5.3.4
Fija,172.21.122.51,THBATULUA,CALI,ASR9K,No Yet Cataloged,XR,5.3.3
Fija,10.10.63.26,THBATUNJA,TUNJA,ASR9K,No Yet Cataloged,XR,6.2.2
Fija,10.10.63.5,THBATVCALINORTE1,CALI,ASR9K,No Yet Cataloged,XR,5.3.4
Fija,10.10.63.6,THBATVCALINORTE2,CALI,ASR9K,No Yet Cataloged,XR,5.3.4
Fija,10.10.63.42,THBATVESTADIO1,MEDELLIN,ASR9K,No Yet Cataloged,XR,5.3.4
Fija,10.10.63.43,THBATVESTADIO2,MEDELLIN,ASR9K,No Yet Cataloged,XR,5.3.4
Fija,10.10.63.35,THBATVFLORENCIA,FLORENCIA,ASR9K,No Yet Cataloged,XR,6.3.3
Fija,10.10.63.8,THBATVPEREIRACENTRO1,PEREIRA,ASR9K,No Yet Cataloged,XR,5.3.4
Fija,10.10.63.9,THBATVPEREIRACENTRO2,PEREIRA,ASR9K,No Yet Cataloged,XR,5.3.4
Fija,10.10.63.14,THBATVRICAURTE1,BUCARAMANGA,ASR9K,No Yet Cataloged,XR,5.3.4
Fija,10.10.63.15,THBATVRICAURTE2,BUCARAMANGA,ASR9K,No Yet Cataloged,XR,5.3.4
Fija,10.10.63.32,THBATVSINCELEJO,SINCELEJO,ASR9K,No Yet Cataloged,XR,4.3.4
Fija,10.10.63.3,THBATVSUBA,BOGOTA,ASR9K,Obsoleto,XR,5.3.4
Fija,172.31.15.195,THBATVSUBA,BOGOTA,ASR9K,No Yet Cataloged,XR,5.3.4
Fija,10.10.63.23,THBATVVILLAVICENCIO,VILLAVICENCIO.,ASR9K,No Yet Cataloged,XR,6.3.3
Fija,172.28.110.2,THBATVVILLAVICENCIO,VILLAVICENCIO.,ASR9K,No Yet Cataloged,XR,6.3.3
Fija,172.25.101.161,THBAVALLEDUPAR,VALLEDUPAR.,ASR9K,No Yet Cataloged,XR,5.3.3
Fija,172.31.90.1,THBAVENECIACORP,BOGOTA,ASR9K,EoS,XR,5.2.4
Fija,10.10.63.25,THBAYOPAL,YOPAL.,ASR9K,No Yet Cataloged,XR,6.2.2
Fija,172.24.100.102,THBESTADIO2,MEDELLIN,CISCO7606,No Yet Cataloged,IOS,c7600s72033-advipservicesk9-mz.122-33.SRD4
Fija,200.118.3.90,THBTORRESUBA1,BOGOTA,WS-C6509-E,EoS,IOS,s72033-advipservicesk9_wan-mz.122-33.SXI4a
Fija,200.118.3.89,THBTORRESUBA2,BOGOTA,WS-C6513,No Yet Cataloged,IOS,s72033-advipservicesk9_wan-mz.122-18.SXF10a
Fija,172.27.100.7,THBTVRICAURTE,BUCARAMANGA,ME-3400G-12CS-A,No Yet Cataloged,IOS,me340x-metroipaccessk9-mz.122-54.SE
Fija,172.30.28.1,THBTVSUBA3,BOGOTA,WS-C4510R+E,Vigente,XE,cat4500e-universalk9.SPA.03.04.04.SG.151-2.SG4
Fija,172.30.28.2,THBTVSUBA4,BOGOTA,WS-C4510R+E,Vigente,XE,cat4500e-universalk9.SPA.03.04.04.SG.151-2.SG4
Fija,172.26.100.112,THDARMENIA,ARMENIA,ME-3400G-12CS-A,No Yet Cataloged,IOS,me340x-metroipaccessk9-mz.122-54.SE
Fija,172.25.100.253,THDBOSTON,CARTAGENA,ME-3400-24TS-D,No Yet Cataloged,IOS,me340x-metroipaccessk9-mz.122-54.SE
Fija,172.21.122.13,THDBUGA,CALI,ME-3400G-12CS-A,No Yet Cataloged,IOS,me340x-metroipaccessk9-mz.122-54.SE
Fija,172.26.100.109,THDCARTAGO,CALI,ME-3400G-12CS-A,No Yet Cataloged,IOS,me340x-metroipaccessk9-mz.122-54.SE
Fija,172.26.100.107,THDDOSQUEBRADAS,PEREIRA,ME-3400G-12CS-A,No Yet Cataloged,IOS,me340x-metroipaccessk9-mz.122-54.SE
Fija,172.21.122.4,THDFLORA,CALI,ME-3400G-12CS-A,No Yet Cataloged,IOS,me340x-metroipaccessk9-mz.122-54.SE
Fija,172.25.101.100,THDMONTERIA,MONTERIA.,ME-3400G-12CS-A,No Yet Cataloged,IOS,me340x-metroipaccessk9-mz.122-54.SE
Fija,172.26.100.114,THDPEREIRACENTRO,PEREIRA,ME-3400G-12CS-A,No Yet Cataloged,IOS,me340x-metroipaccessk9-mz.122-54.SE
Fija,172.21.122.195,THDPOPAYAN,CALI,ME-3400G-12CS-A,No Yet Cataloged,IOS,me340x-metroipaccessk9-mz.122-54.SE
Fija,172.25.101.1,THDSANTAMARTA,SANTAMARTA.,ME-3400G-12CS-A,No Yet Cataloged,IOS,me340x-metroipaccessk9-mz.122-54.SE
Fija,172.21.255.13,THDSUBA,BOGOTA,ME-3400G-12CS-A,Obsoleto,IOS,me340x-metroipaccessk9-mz.122-54.SE
Fija,172.31.6.78,THDTELEVISION1,BOGOTA,WS-C3750G-24TS,Obsoleto,IOS,c3750-ipservicesk9-mz.122-55.SE1
Fija,172.28.101.97,THDTUNJA,TUNJA,ME-3400G-12CS-A,No Yet Cataloged,IOS,me340x-metroipaccessk9-mz.122-54.SE
Fija,172.31.15.116,THDTVSUBA1,BOGOTA,WS-C4948,Obsoleto,IOS,cat4500-entservicesk9-mz.122-53.SG5
Fija,172.31.15.115,THDTVSUBA2,BOGOTA,WS-C3560-48TS,Obsoleto,IOS,c3560-ipservicesk9-mz.122-25.SEE2
Fija,172.31.15.135,THDVODSUBA,BOGOTA,ME-3800X-24FS-M,EoS,IOS,me380x-universalk9-mz.122-52.EY3/me380x-universalk9-mz.122-52.EY3
Fija,172.21.33.114,THMCALLE94,BOGOTA,ME-3400G-12CS-A,Obsoleto,IOS,me340x-metroipaccessk9-mz.122-54.SE
Fija,172.21.33.112,THMLATCOM,Not Info Yet,ME-3400G-12CS-A,No Yet Cataloged,IOS,me340x-metroipaccessk9-mz.122-54.SE
Fija,172.21.33.115,THMPCB,BOGOTA,ME-3400G-12CS-A,Obsoleto,IOS,me340x-metroipaccessk9-mz.122-54.SE
Fija,172.21.33.113,THMSALITRE,BOGOTA,ME-3400G-12CS-A,Obsoleto,IOS,me340x-metroipaccessk9-mz.122-54.SE
Fija,172.21.33.111,THMSUBA,BOGOTA,ME-3400G-12CS-A,Obsoleto,IOS,me340x-metroipaccessk9-mz.122-54.SE
Fija,10.10.66.50,TUNJA,TUNJA,7206VXR (NPE-G2),No Yet Cataloged,IOS,c7200p-spservicesk9-mz.122-33.SRE5
Fija,10.10.66.230,VALLEDUPAR,VALLEDUPAR.,7206VXR (NPE-G2),No Yet Cataloged,IOS,c7200p-spservicesk9-mz.122-33.SRE5
Fija,172.30.63.134,VSAT_AXESATINTERCONEXION,Not Info Yet,CISCO2911/K9,No Yet Cataloged,XE,c2900-universalk9-mz.SPA.150-1.M4
Móvil,192.168.104.63,3750_SW_TRI_TEC_A,Not Info Yet,WS-C3750X-48,No Yet Cataloged,IOS,c3750e-universalk9-mz.122-55.SE5/c3750e-universalk9-mz.122-55.SE5
Móvil,10.10.66.111,A9KCHICONORTE,BOGOTA,ASR9K,Vigente,XR,5.3.4
Móvil,10.10.66.109,A9KDORADO,BOGOTA,ASR9K,Vigente,XR,5.3.4
Móvil,172.31.15.191,A9KGESTTELSUBA2,BOGOTA,ASR9K,Vigente,XR,5.3.4
Móvil,10.10.66.55,A9KORTEZAL2,BOGOTA,ASR9K,Vigente,XR,6.2.2
Móvil,10.10.66.76,A9KPATIOBONITO,BOGOTA,ASR9K,EoS,XR,5.3.4
Móvil,192.168.178.60,ARA-FWIVR-SW1,Not Info Yet,WS-C3750X-48,No Yet Cataloged,IOS,c3750e-universalk9-mz.122-55.SE5/c3750e-universalk9-mz.122-55.SE5
Móvil,192.168.178.61,ARA-FWIVR-SW2,Not Info Yet,WS-C3750X-48,No Yet Cataloged,IOS,c3750e-universalk9-mz.122-55.SE5/c3750e-universalk9-mz.122-55.SE5
Móvil,192.168.239.188,BA-NLC-NGNS-SW1,Not Info Yet,WS-C3750X-48,No Yet Cataloged,IOS,c3750e-universalk9-mz.122-55.SE5/c3750e-universalk9-mz.122-55.SE5
